config_id,source,target,n_shared_members,jaccard_members,source_size,target_size,mean_imputation_fraction_shared,physically_derived_fraction_shared,imputed_fraction_shared
phys_min_pca2_cubes10_overlap0p35,cube31_cluster0,cube41_cluster0,281,0.12362516498020237,2266,288,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube31_cluster0,cube42_cluster0,248,0.0950191570881226,2266,592,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube32_cluster0,cube41_cluster0,248,0.1500302480338778,1613,288,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube32_cluster0,cube42_cluster0,317,0.16790254237288135,1613,592,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube32_cluster1,cube33_cluster0,6,0.6666666666666666,9,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube32_cluster1,cube42_cluster1,9,1.0,9,9,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube32_cluster1,cube43_cluster1,6,0.6666666666666666,9,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube33_cluster0,cube42_cluster1,6,0.6666666666666666,6,9,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube33_cluster0,cube43_cluster1,6,1.0,6,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube39_cluster0,cube40_cluster4,6,1.0,6,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube40_cluster0,cube41_cluster0,14,0.04844290657439446,15,288,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube41_cluster0,cube42_cluster0,255,0.408,288,592,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube41_cluster2,cube42_cluster3,4,0.5714285714285714,7,4,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube41_cluster2,cube51_cluster3,6,0.8571428571428571,7,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube41_cluster3,cube42_cluster2,5,1.0,5,5,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube42_cluster0,cube43_cluster0,80,0.13513513513513514,592,80,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube42_cluster0,cube52_cluster0,140,0.11914893617021277,592,723,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube42_cluster0,cube53_cluster0,80,0.08686210640608034,592,409,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube42_cluster1,cube43_cluster1,6,0.6666666666666666,9,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube42_cluster3,cube51_cluster3,3,0.42857142857142855,4,6,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube43_cluster0,cube52_cluster0,80,0.11065006915629322,80,723,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube43_cluster0,cube53_cluster0,80,0.19559902200489,80,409,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube51_cluster0,cube61_cluster0,8,0.010403120936280884,8,769,0.25,0.0,0.25
phys_min_pca2_cubes10_overlap0p35,cube51_cluster1,cube52_cluster0,73,0.10013717421124829,79,723,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube51_cluster1,cube61_cluster0,76,0.09844559585492228,79,769,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube51_cluster1,cube62_cluster0,70,0.08717310087173101,79,794,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube51_cluster2,cube52_cluster0,7,0.009681881051175657,7,723,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube52_cluster0,cube53_cluster0,369,0.4836173001310616,723,409,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube52_cluster0,cube61_cluster0,70,0.04922644163150492,723,769,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube52_cluster0,cube62_cluster0,438,0.40593141797961074,723,794,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube52_cluster0,cube63_cluster0,185,0.23096129837702872,723,263,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube53_cluster0,cube62_cluster0,185,0.18172888015717092,409,794,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube53_cluster0,cube63_cluster0,212,0.4608695652173913,409,263,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube59_cluster0,cube60_cluster0,1,0.0029239766081871343,4,339,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube59_cluster0,cube60_cluster2,3,0.75,4,3,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube59_cluster0,cube66_cluster0,4,0.021164021164021163,4,189,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube59_cluster0,cube67_cluster0,4,0.0091324200913242,4,438,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster0,cube61_cluster0,191,0.20828789531079608,339,769,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster0,cube66_cluster0,2,0.0038022813688212928,339,189,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster0,cube67_cluster0,316,0.6854663774403471,339,438,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster0,cube68_cluster0,168,0.38009049773755654,339,271,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster1,cube61_cluster0,19,0.0247074122236671,19,769,0.42105263157894735,0.0,0.42105263157894735
phys_min_pca2_cubes10_overlap0p35,cube60_cluster1,cube67_cluster1,19,0.48717948717948717,19,39,0.42105263157894735,0.0,0.42105263157894735
phys_min_pca2_cubes10_overlap0p35,cube60_cluster1,cube68_cluster0,19,0.07011070110701106,19,271,0.42105263157894735,0.0,0.42105263157894735
phys_min_pca2_cubes10_overlap0p35,cube60_cluster2,cube66_cluster0,3,0.015873015873015872,3,189,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube60_cluster2,cube67_cluster0,3,0.00684931506849315,3,438,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,cube62_cluster0,313,0.2504,769,794,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,cube67_cluster0,168,0.1616939364773821,769,438,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,cube67_cluster1,19,0.024081115335868188,769,39,0.42105263157894735,0.0,0.42105263157894735
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,cube68_cluster0,251,0.3181242078580482,769,271,0.04780876494023904,0.0,0.04780876494023904
phys_min_pca2_cubes10_overlap0p35,cube61_cluster0,cube69_cluster0,14,0.01808785529715762,769,19,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster1,cube62_cluster1,5,0.7142857142857143,7,5,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster1,cube68_cluster1,7,1.0,7,7,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube61_cluster1,cube69_cluster1,5,0.7142857142857143,7,5,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster0,cube63_cluster0,231,0.2796610169491525,794,263,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster0,cube68_cluster0,14,0.013320647002854425,794,271,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster0,cube69_cluster0,19,0.02392947103274559,794,19,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster1,cube68_cluster1,5,0.7142857142857143,5,7,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube62_cluster1,cube69_cluster1,5,1.0,5,5,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube66_cluster0,cube67_cluster0,118,0.2318271119842829,189,438,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube67_cluster0,cube68_cluster0,168,0.31053604436229204,438,271,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube67_cluster1,cube68_cluster0,39,0.14391143911439114,39,271,0.3717948717948718,0.0,0.3717948717948718
phys_min_pca2_cubes10_overlap0p35,cube68_cluster0,cube69_cluster0,14,0.050724637681159424,271,19,0.0,0.0,0.0
phys_min_pca2_cubes10_overlap0p35,cube68_cluster1,cube69_cluster1,5,0.7142857142857143,7,5,0.0,0.0,0.0
phys_density_pca2_cubes10_overlap0p35,cube7_cluster0,cube8_cluster0,141,0.6911764705882353,153,192,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster0,cube7_cluster0,143,0.3264840182648402,153,428,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube7_cluster0,133,0.12975609756097561,153,1005,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube8_cluster0,cube9_cluster0,4,0.020833333333333332,192,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster0,cube8_cluster0,132,0.27049180327868855,192,428,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube8_cluster0,183,0.1804733727810651,192,1005,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube14_cluster0,cube8_cluster0,4,0.005961251862891207,192,483,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube9_cluster0,4,0.003980099502487562,4,1005,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube14_cluster0,cube9_cluster0,4,0.008281573498964804,4,483,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube11_cluster0,cube12_cluster3,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster0,cube13_cluster0,414,0.40628066732090284,428,1005,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster0,cube19_cluster0,134,0.0938375350140056,428,1134,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster0,cube20_cluster0,134,0.09403508771929825,428,1131,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster1,cube19_cluster1,12,0.8571428571428571,12,14,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster2,cube13_cluster0,5,0.004975124378109453,5,1005,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster2,cube19_cluster2,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube12_cluster2,cube20_cluster1,5,0.018867924528301886,5,265,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube14_cluster0,309,0.26208651399491095,1005,483,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube19_cluster0,134,0.06683291770573566,1005,1134,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube19_cluster2,5,0.004975124378109453,1005,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube20_cluster0,134,0.06693306693306693,1005,1131,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube20_cluster1,265,0.263681592039801,1005,265,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube13_cluster0,cube21_cluster0,206,0.13770053475935828,1005,697,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube14_cluster0,cube15_cluster0,8,0.016563146997929608,483,8,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube14_cluster0,cube20_cluster1,206,0.3800738007380074,483,265,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube14_cluster0,cube21_cluster0,380,0.475,483,697,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube14_cluster0,cube22_cluster0,8,0.008205128205128205,483,500,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube15_cluster0,cube21_cluster0,8,0.011477761836441894,8,697,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube15_cluster0,cube22_cluster0,8,0.016,8,500,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube19_cluster0,cube20_cluster0,1113,0.9661458333333334,1134,1131,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube19_cluster0,cube26_cluster0,794,0.246583850931677,1134,2880,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube19_cluster0,cube27_cluster0,777,0.22988165680473374,1134,3023,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube19_cluster2,cube20_cluster1,5,0.018867924528301886,5,265,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube19_cluster3,cube26_cluster1,6,1.0,6,6,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster0,cube26_cluster0,777,0.24025974025974026,1131,2880,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster0,cube27_cluster0,793,0.2359416840226123,1131,3023,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster1,cube21_cluster0,206,0.2724867724867725,265,697,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster3,cube21_cluster0,4,0.005738880918220947,4,697,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster5,cube21_cluster1,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster5,cube27_cluster1,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster5,cube28_cluster3,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube20_cluster6,cube27_cluster3,6,1.0,6,6,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube21_cluster0,cube22_cluster0,257,0.2734042553191489,697,500,0.09857328145265887,0.2840466926070039,0.09857328145265888
phys_density_pca2_cubes10_overlap0p35,cube21_cluster0,cube28_cluster1,13,0.018651362984218076,697,13,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube21_cluster0,cube29_cluster0,13,0.01314459049544995,697,305,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube21_cluster1,cube27_cluster1,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube21_cluster1,cube28_cluster3,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster0,cube23_cluster0,70,0.14,500,70,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster0,cube28_cluster1,13,0.026,500,13,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster0,cube29_cluster0,230,0.4,500,305,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster0,cube30_cluster0,70,0.09497964721845319,500,307,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster1,cube23_cluster1,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster1,cube29_cluster1,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube22_cluster1,cube30_cluster1,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube23_cluster0,cube29_cluster0,70,0.22950819672131148,70,305,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube23_cluster0,cube30_cluster0,70,0.2280130293159609,70,307,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube23_cluster1,cube29_cluster1,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube23_cluster1,cube30_cluster1,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube26_cluster0,cube27_cluster0,2851,0.9341415465268676,2880,3023,0.002689114930433766,0.3323979890097042,0.002689114930433766
phys_density_pca2_cubes10_overlap0p35,cube26_cluster0,cube34_cluster0,931,0.27390408943807004,2880,1450,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube26_cluster0,cube35_cluster0,925,0.2803879963625341,2880,1344,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube28_cluster0,20,0.006615944426066821,3023,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube28_cluster2,6,0.0019847833278200462,3023,6,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube34_cluster0,925,0.26071025930101466,3023,1450,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube35_cluster0,1009,0.30047647409172124,3023,1344,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube36_cluster0,20,0.006615944426066821,3023,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube36_cluster2,6,0.0019847833278200462,3023,6,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster0,cube36_cluster3,3,0.000992063492063492,3023,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster1,cube28_cluster3,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster2,cube28_cluster4,3,0.75,3,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster2,cube35_cluster1,3,1.0,3,3,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube27_cluster2,cube36_cluster4,3,0.15,3,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster0,cube35_cluster0,20,0.01488095238095238,20,1344,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster0,cube36_cluster0,20,1.0,20,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster1,cube29_cluster0,13,0.04262295081967213,13,305,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster2,cube35_cluster0,6,0.004464285714285714,6,1344,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster2,cube36_cluster2,6,1.0,6,6,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster4,cube35_cluster1,3,0.75,4,3,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster4,cube36_cluster4,4,0.2,4,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube28_cluster5,cube36_cluster4,9,0.45,9,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube29_cluster0,cube30_cluster0,145,0.31049250535331907,305,307,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube29_cluster1,cube30_cluster1,5,1.0,5,5,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube30_cluster0,cube31_cluster0,70,0.2280130293159609,307,70,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube30_cluster0,cube38_cluster0,80,0.26058631921824105,307,80,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube30_cluster0,cube39_cluster0,70,0.2280130293159609,307,70,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube31_cluster0,cube38_cluster0,70,0.875,70,80,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube31_cluster0,cube39_cluster0,70,1.0,70,70,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube33_cluster0,cube34_cluster0,66,0.04548587181254307,67,1450,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube34_cluster0,cube35_cluster0,1208,0.7616645649432535,1450,1344,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster0,cube36_cluster0,20,0.01488095238095238,1344,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster0,cube36_cluster1,17,0.012648809523809524,1344,17,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster0,cube36_cluster2,6,0.004464285714285714,1344,6,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster0,cube36_cluster3,4,0.002976190476190476,1344,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster1,cube36_cluster4,3,0.15,3,20,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster2,cube36_cluster6,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster2,cube42_cluster0,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube35_cluster2,cube43_cluster1,4,1.0,4,4,0.0,0.3333333333333333,0.0
phys_density_pca2_cubes10_overlap0p35,cube36_cluster5,cube37_cluster0,6,1.0,6,6,0.0,0.3333333333333333,0.0
